CUSTOMER_NUMBER,ANOMALY_PRED,ANOMALY_SCORE,EXPLANATION,TOP_SHAP_CONTRIBUTORS,TOP_INTERACTIONS,TRANS_LV1,TRANS_LV2,TRANS_DATE,DAY_OF_WEEK,TRANS_HOUR,TRANS_NO,TRANS_AMOUNT,CLIENT_SEX,CLIENT_CREATE_DATE,DATE_OF_BIRTH,STAFF,IB_REGISTER_DATE,EB_REGISTER_CHANNEL,SMS,VERIFY_METHOD,SUM_AMOUNT_24H,COUNT_24H,SUM_AMOUNT_7D,COUNT_7D,HIST_AVG_CA_BALANCE,HIST_AVG_TRANS_AMOUNT,HIST_TRANS_COUNT,BENFORD_DEV,ACTIVITY_SEQ_RARITY
386,1,0.9272286,"Flagged due to: high 24-hour transaction volume sum (390,550,000.00), and sudden transaction volume spike (24h sum is 99.3% of 7d sum), and specific transaction type category (code: 12).","SUM_AMOUNT_24H (+3.9296), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.2943), TRANS_LV2 (+0.2864)","SUM_AMOUNT_24H × BALANCE_COVERAGE_RATIO (+0.3020), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.2622), TRANS_AMOUNT × SUM_AMOUNT_24H (+0.2432)",Transfer,Within_bank,2019-10-21,Mon,14,1,10000000.0,F,2019-08-12,1989-04-24,0,2019-08-12,BRANCH,1,SMART_OTP,390550000.0,3,393315000.0,5,114440623.53400001,16809085.8,70,0.0613514461431119,-1.1726365957821143
386,1,0.99508387,"Flagged due to: high 24-hour transaction volume sum (395,550,000.00), and sudden transaction volume spike (24h sum is 99.3% of 7d sum), and specific transaction type category (code: 12).","SUM_AMOUNT_24H (+4.0007), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.2923), TRANS_LV2 (+0.2843)","SUM_AMOUNT_24H × BALANCE_COVERAGE_RATIO (+0.4255), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.2624), TRANS_AMOUNT × SUM_AMOUNT_24H (+0.2447)",Transfer,Within_bank,2019-10-21,Mon,15,1,5000000.0,F,2019-08-12,1989-04-24,0,2019-08-12,BRANCH,1,SMART_OTP,395550000.0,4,398315000.0,6,114440623.53400001,16809085.8,70,0.0613514461431119,-1.1726365957821143
386,1,0.879981,"Flagged due to: high 24-hour transaction volume sum (396,300,000.00), and sudden transaction volume spike (24h sum is 99.3% of 7d sum), and transaction amount covers 0.0x their monthly average savings balance.","SUM_AMOUNT_24H (+3.8844), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.3003), BALANCE_COVERAGE_RATIO (+0.2651)","SUM_AMOUNT_24H × BALANCE_COVERAGE_RATIO (+0.4145), TRANS_AMOUNT × SUM_AMOUNT_24H (+0.2353), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.1959)",Transfer,Outside_bank,2019-10-21,Mon,17,1,750000.0,F,2019-08-12,1989-04-24,0,2019-08-12,BRANCH,1,SMART_OTP,396300000.0,5,399065000.0,7,114440623.53400001,16809085.8,70,0.0613514461431119,-1.1726365957821143
617,1,1.0,"Flagged due to: amount is 15.5x higher than customer's average transaction size, and unusual activity in feature 'EB_REGISTER_CHANNEL' (value: 2.0), and sudden transaction volume spike (24h sum is 97.8% of 7d sum).","TRANS_AMOUNT_Z_SCORE (+3.4755), EB_REGISTER_CHANNEL (+1.2991), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.2117)","TRANS_AMOUNT_Z_SCORE × EB_REGISTER_CHANNEL (+1.2353), HIST_AVG_TRANS_AMOUNT × TRANS_AMOUNT_Z_SCORE (+0.2328), TRANS_AMOUNT_Z_SCORE × VERIFY_METHOD (+0.1755)",Transfer,Within_bank,2019-11-04,Mon,19,1,10000000.0,M,2019-05-14,1991-11-04,0,2019-06-03,MYbank,1,SMS,10190000.0,2,10420000.0,3,759126.4185714286,645416.6666666666,24,0.4009387427589749,-1.26144964274051
729,1,0.9967334,"Flagged due to: amount is 7.2x higher than customer's average transaction size, and unusual activity in feature 'EB_REGISTER_CHANNEL' (value: 2.0), and high 24-hour transaction volume sum (41,900,000.00).","TRANS_AMOUNT_Z_SCORE (+2.2084), EB_REGISTER_CHANNEL (+1.7913), SUM_AMOUNT_24H (+0.7987)","TRANS_AMOUNT_Z_SCORE × EB_REGISTER_CHANNEL (+1.6208), SUM_AMOUNT_24H × EB_REGISTER_CHANNEL (+0.7222), SUM_AMOUNT_24H × TRANS_AMOUNT_Z_SCORE (-0.6960)",Transfer,Within_bank,2019-09-28,Sat,7,2,38900000.0,F,2019-04-29,1988-05-25,0,2019-08-06,MYbank,1,SMART_OTP,41900000.0,2,41900000.0,2,5186089.7787500005,5418546.761904762,21,0.4921207995679451,-1.4442834661133164
755,1,0.9984822,"Flagged due to: highly improbable sequential activity pattern (log-probability score: -2.185), and unusual customer age profile (55 years old), and unusual activity in feature 'SMS' (value: 0.0).","ACTIVITY_SEQ_RARITY (+1.9742), CUSTOMER_AGE (+0.9220), SMS (+0.7448)","SMS × ACTIVITY_SEQ_RARITY (+0.6790), HIST_TRANS_COUNT × SUM_AMOUNT_24H (+0.5308), CUSTOMER_AGE × ACTIVITY_SEQ_RARITY (-0.5049)",Transfer,Outside_bank,2019-08-15,Thu,15,1,2500000.0,M,2019-01-29,1964-04-13,0,2019-08-15,BRANCH,0,SMART_OTP,2500000.0,1,2500000.0,1,228209.50416666665,2450000.0,2,0.0,-2.184743696479352
755,1,1.0,"Flagged due to: highly improbable sequential activity pattern (log-probability score: -2.185), and unusual customer age profile (55 years old), and unusual activity in feature 'SMS' (value: 0.0).","ACTIVITY_SEQ_RARITY (+2.0663), CUSTOMER_AGE (+0.8505), SMS (+0.6738)","CUSTOMER_AGE × ACTIVITY_SEQ_RARITY (-0.5671), HIST_TRANS_COUNT × SUM_AMOUNT_24H (+0.5198), SMS × ACTIVITY_SEQ_RARITY (+0.4938)",Transfer,Outside_bank,2019-11-15,Fri,10,1,2400000.0,M,2019-01-29,1964-04-13,0,2019-08-15,BRANCH,0,SMART_OTP,2400000.0,1,2400000.0,1,228209.50416666665,2450000.0,2,0.0,-2.184743696479352
806,1,0.56055886,"Flagged due to: unusual activity in feature 'EB_REGISTER_CHANNEL' (value: 0.0), and new customer tenure (349 days since signup), and unusual activity in feature 'TRANS_LV1' (value: 0.0).","EB_REGISTER_CHANNEL (+0.9315), TENURE_DAYS (+0.6888), TRANS_LV1 (+0.5712)","HIST_TRANS_COUNT × SUM_AMOUNT_24H (-0.2656), TENURE_DAYS × BALANCE_COVERAGE_RATIO (+0.2236), TENURE_DAYS × TRANS_LV1 (+0.2231)",Payment,Credit_card_repayment,2019-12-25,Wed,11,1,6143000.0,M,2019-01-10,1993-01-15,0,2019-09-26,AUTO-JOB,0,SMART_OTP,6143000.0,1,6143000.0,1,125165.795,4261332.5,2,0.0,-1.3209445720779798
993,1,1.0,"Flagged due to: amount is 23.0x higher than customer's average transaction size, and unusual activity in feature 'TRANS_LV1' (value: 0.0), and high 24-hour transaction volume sum (40,100,000.00).","TRANS_AMOUNT_Z_SCORE (+3.3210), TRANS_LV1 (+1.4109), SUM_AMOUNT_24H (+0.4424)","TRANS_AMOUNT_Z_SCORE × TRANS_LV1 (+1.3428), SUM_AMOUNT_24H × TRANS_AMOUNT_Z_SCORE (-0.5617), SUM_AMOUNT_24H × TRANS_LV2 (-0.3347)",Payment,Credit_card_repayment,2019-09-10,Tue,14,1,40000000.0,M,2019-03-15,1994-12-03,0,2019-06-10,BRANCH,0,SMART_OTP,40100000.0,2,40100000.0,2,693916.224,1736383.142857143,42,0.347124829462778,-1.3269687637147036
1134,1,0.6052762,"Flagged due to: high 24-hour transaction count (18 transfers), and sudden transaction volume spike (24h sum is 74.1% of 7d sum), and sudden transaction frequency spike (24h count is 78.3% of 7d count).","COUNT_24H (+1.2907), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.7074), VELOCITY_RATIO_COUNT_24H_VS_7D (+0.5066)","COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.5710), COUNT_24H × VELOCITY_RATIO_COUNT_24H_VS_7D (+0.3039), COUNT_7D × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.2347)",Transfer,Within_bank,2019-10-19,Sat,15,2,1500000.0,F,2019-09-25,1998-08-28,0,2019-09-25,BRANCH,1,SMART_OTP,12300000.0,18,16600000.0,23,249832.7925,757183.5443037974,158,0.19922175499751246,-1.1305864779011434
1149,1,1.0,"Flagged due to: high 24-hour transaction volume sum (473,200,000.00), and unusual transaction sequence position (transaction number: 5), and high 7-day transaction volume sum (543,700,000.00).","SUM_AMOUNT_24H (+3.0939), TRANS_NO (+1.0905), SUM_AMOUNT_7D (+0.3222)","TRANS_NO × SUM_AMOUNT_24H (-0.3441), TRANS_NO × TRANS_AMOUNT_Z_SCORE (+0.3020), TRANS_NO × HIST_AVG_TRANS_AMOUNT (-0.2341)",Payment,Credit_card_repayment,2019-06-25,Tue,14,5,176800000.0,M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,473200000.0,6,543700000.0,9,1492431.96125,70275347.51773049,141,0.043763912950767064,-0.8364814183201443
1149,1,1.0,"Flagged due to: high 24-hour transaction volume sum (573,200,000.00), and high historical average transaction size (70,275,347.52), and high 7-day transaction volume sum (643,700,000.00).","SUM_AMOUNT_24H (+3.8275), HIST_AVG_TRANS_AMOUNT (+0.4790), SUM_AMOUNT_7D (+0.4490)","HIST_AVG_TRANS_AMOUNT × BALANCE_COVERAGE_RATIO (-0.1773), COUNT_24H × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.1664), TRANS_AMOUNT_Z_SCORE × TRANS_LV1 (-0.1582)",Payment,Credit_card_repayment,2019-06-25,Tue,15,1,100000000.0,M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,573200000.0,7,643700000.0,10,1492431.96125,70275347.51773049,141,0.043763912950767064,-0.8364814183201443
1149,1,0.7330061,"Flagged due to: high 24-hour transaction volume sum (371,100,000.00), and high 7-day transaction volume sum (706,142,000.00), and high historical average transaction size (70,275,347.52).","SUM_AMOUNT_24H (+2.9080), SUM_AMOUNT_7D (+1.1417), HIST_AVG_TRANS_AMOUNT (+0.3636)","SUM_AMOUNT_24H × SUM_AMOUNT_7D (-0.3576), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (-0.2415), SUM_AMOUNT_24H × TRANS_LV2 (-0.2219)",Payment,Credit_card_repayment,2019-07-05,Fri,17,2,58000000.0,M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,371100000.0,4,706142000.0,8,1492431.96125,70275347.51773049,141,0.043763912950767064,-0.8364814183201443
1149,1,1.0,"Flagged due to: high 24-hour transaction volume sum (403,360,000.00), and amount is 4.0x higher than customer's average transaction size, and unusual activity in feature 'TRANS_LV1' (value: 0.0).","SUM_AMOUNT_24H (+2.9742), TRANS_AMOUNT_Z_SCORE (+0.6578), TRANS_LV1 (+0.5453)","TRANS_AMOUNT_Z_SCORE × TRANS_LV1 (+0.5507), SUM_AMOUNT_24H × TRANS_LV2 (-0.3630), HIST_AVG_TRANS_AMOUNT × TRANS_LV1 (-0.3246)",Payment,Credit_card_repayment,2019-08-03,Sat,15,2,278560000.0,M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,403360000.0,3,596360000.0,5,1492431.96125,70275347.51773049,141,0.043763912950767064,-0.8364814183201443
1149,1,0.92519325,"Flagged due to: high 24-hour transaction volume sum (372,647,000.00), and high 7-day transaction volume sum (818,047,000.00), and unusual transaction sequence position (transaction number: 4).","SUM_AMOUNT_24H (+2.7651), SUM_AMOUNT_7D (+1.0695), TRANS_NO (+0.6267)","TRANS_NO × SUM_AMOUNT_24H (-0.2567), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (-0.2482), TRANS_NO × SUM_AMOUNT_7D (-0.2457)",Payment,Credit_card_repayment,2019-08-26,Mon,18,4,59700000.0,M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,372647000.0,7,818047000.0,18,1492431.96125,70275347.51773049,141,0.043763912950767064,-0.8364814183201443
1149,1,1.0,"Flagged due to: high 24-hour transaction volume sum (466,780,000.00), and amount is 4.0x higher than customer's average transaction size, and unusual activity in feature 'TRANS_LV1' (value: 0.0).","SUM_AMOUNT_24H (+2.9694), TRANS_AMOUNT_Z_SCORE (+0.6593), TRANS_LV1 (+0.5446)","TRANS_AMOUNT_Z_SCORE × TRANS_LV1 (+0.5508), SUM_AMOUNT_24H × TRANS_LV2 (-0.3594), HIST_AVG_TRANS_AMOUNT × TRANS_LV1 (-0.3248)",Payment,Credit_card_repayment,2019-09-03,Tue,22,2,282680000.0,M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,466780000.0,2,678980000.0,6,1492431.96125,70275347.51773049,141,0.043763912950767064,-0.8364814183201443
1149,1,1.0,"Flagged due to: high 24-hour transaction volume sum (532,580,000.00), and high 7-day transaction volume sum (744,780,000.00), and high historical average transaction size (70,275,347.52).","SUM_AMOUNT_24H (+3.6595), SUM_AMOUNT_7D (+1.1977), HIST_AVG_TRANS_AMOUNT (+0.4599)","SUM_AMOUNT_24H × SUM_AMOUNT_7D (-0.2898), HIST_AVG_TRANS_AMOUNT × BALANCE_COVERAGE_RATIO (-0.1951), HIST_AVG_TRANS_AMOUNT × TRANS_LV1 (-0.1531)",Payment,Credit_card_repayment,2019-09-04,Wed,9,1,65800000.0,M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,532580000.0,3,744780000.0,7,1492431.96125,70275347.51773049,141,0.043763912950767064,-0.8364814183201443
1149,1,1.0,"Flagged due to: high 24-hour transaction volume sum (582,780,000.00), and high 7-day transaction volume sum (794,980,000.00), and high historical average transaction size (70,275,347.52).","SUM_AMOUNT_24H (+3.6551), SUM_AMOUNT_7D (+1.2100), HIST_AVG_TRANS_AMOUNT (+0.4459)","SUM_AMOUNT_24H × SUM_AMOUNT_7D (-0.2792), TRANS_AMOUNT_Z_SCORE × TRANS_LV1 (-0.2648), HIST_AVG_TRANS_AMOUNT × BALANCE_COVERAGE_RATIO (-0.2110)",Payment,Credit_card_repayment,2019-09-04,Wed,14,1,50200000.0,M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,582780000.0,4,794980000.0,8,1492431.96125,70275347.51773049,141,0.043763912950767064,-0.8364814183201443
1149,1,1.0,"Flagged due to: high 24-hour transaction volume sum (507,580,000.00), and high 7-day transaction volume sum (903,880,000.00), and high historical average transaction size (70,275,347.52).","SUM_AMOUNT_24H (+3.6805), SUM_AMOUNT_7D (+1.3650), HIST_AVG_TRANS_AMOUNT (+0.4526)","SUM_AMOUNT_24H × SUM_AMOUNT_7D (-0.2745), HIST_AVG_TRANS_AMOUNT × BALANCE_COVERAGE_RATIO (-0.2113), HIST_AVG_TRANS_AMOUNT × TRANS_LV1 (-0.1618)",Payment,Credit_card_repayment,2019-09-04,Wed,20,2,108900000.0,M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,507580000.0,4,903880000.0,9,1492431.96125,70275347.51773049,141,0.043763912950767064,-0.8364814183201443
1149,1,1.0,"Flagged due to: high 24-hour transaction volume sum (582,580,000.00), and high 7-day transaction volume sum (978,880,000.00), and high historical average transaction size (70,275,347.52).","SUM_AMOUNT_24H (+3.6931), SUM_AMOUNT_7D (+1.4667), HIST_AVG_TRANS_AMOUNT (+0.4529)","SUM_AMOUNT_24H × SUM_AMOUNT_7D (-0.2616), HIST_AVG_TRANS_AMOUNT × BALANCE_COVERAGE_RATIO (-0.2093), TRANS_AMOUNT_Z_SCORE × TRANS_LV1 (-0.1579)",Payment,Credit_card_repayment,2019-09-04,Wed,22,1,75000000.0,M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,582580000.0,5,978880000.0,10,1492431.96125,70275347.51773049,141,0.043763912950767064,-0.8364814183201443
1149,1,1.0,"Flagged due to: high 24-hour transaction volume sum (506,000,000.00), and high 7-day transaction volume sum (1,184,980,000.00), and unusual activity in feature 'TRANS_LV1' (value: 0.0).","SUM_AMOUNT_24H (+3.6044), SUM_AMOUNT_7D (+1.4012), TRANS_LV1 (+0.4306)","TRANS_AMOUNT_Z_SCORE × TRANS_LV1 (+0.3271), SUM_AMOUNT_24H × SUM_AMOUNT_7D (-0.3003), TRANS_NO × SUM_AMOUNT_7D (-0.2704)",Payment,Credit_card_repayment,2019-09-05,Thu,8,3,206100000.0,M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,506000000.0,5,1184980000.0,11,1492431.96125,70275347.51773049,141,0.043763912950767064,-0.8364814183201443
1149,1,1.0,"Flagged due to: high 24-hour transaction volume sum (412,400,000.00), and high 7-day transaction volume sum (1,108,940,000.00), and amount is 2.8x higher than customer's average transaction size.","SUM_AMOUNT_24H (+2.9556), SUM_AMOUNT_7D (+1.2472), TRANS_AMOUNT_Z_SCORE (+0.4566)","TRANS_AMOUNT_Z_SCORE × TRANS_LV1 (+0.3649), SUM_AMOUNT_24H × SUM_AMOUNT_7D (-0.3576), TRANS_NO × TRANS_AMOUNT_Z_SCORE (+0.2620)",Payment,Credit_card_repayment,2019-11-04,Mon,14,3,194700000.0,M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,412400000.0,2,1108940000.0,10,1492431.96125,70275347.51773049,141,0.043763912950767064,-0.8364814183201443
1149,1,1.0,"Flagged due to: high 24-hour transaction volume sum (596,000,000.00), and high 7-day transaction volume sum (1,292,540,000.00), and high historical average transaction size (70,275,347.52).","SUM_AMOUNT_24H (+3.6807), SUM_AMOUNT_7D (+1.6805), HIST_AVG_TRANS_AMOUNT (+0.4438)","SUM_AMOUNT_24H × SUM_AMOUNT_7D (-0.2622), HIST_AVG_TRANS_AMOUNT × BALANCE_COVERAGE_RATIO (-0.1857), SUM_AMOUNT_7D × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.1829)",Payment,Credit_card_repayment,2019-11-04,Mon,15,1,183600000.0,M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,596000000.0,3,1292540000.0,11,1492431.96125,70275347.51773049,141,0.043763912950767064,-0.8364814183201443
1149,1,1.0,"Flagged due to: high 24-hour transaction volume sum (659,750,000.00), and high 7-day transaction volume sum (1,356,290,000.00), and high historical average transaction size (70,275,347.52).","SUM_AMOUNT_24H (+3.4737), SUM_AMOUNT_7D (+1.9161), HIST_AVG_TRANS_AMOUNT (+0.4500)","SUM_AMOUNT_24H × SUM_AMOUNT_7D (-0.5192), TRANS_NO × SUM_AMOUNT_7D (-0.2729), HIST_AVG_TRANS_AMOUNT × BALANCE_COVERAGE_RATIO (-0.1902)",Payment,Credit_card_repayment,2019-11-04,Mon,16,3,63750000.0,M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,659750000.0,4,1356290000.0,12,1492431.96125,70275347.51773049,141,0.043763912950767064,-0.8364814183201443
1149,1,1.0,"Flagged due to: high 24-hour transaction volume sum (472,050,000.00), and high 7-day transaction volume sum (1,386,290,000.00), and high historical average transaction size (70,275,347.52).","SUM_AMOUNT_24H (+3.0736), SUM_AMOUNT_7D (+1.9665), HIST_AVG_TRANS_AMOUNT (+0.5003)","SUM_AMOUNT_24H × SUM_AMOUNT_7D (-0.6242), TRANS_NO × SUM_AMOUNT_7D (-0.3009), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (-0.1873)",Transfer,Outside_bank,2019-11-04,Mon,17,3,30000000.0,M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,472050000.0,4,1386290000.0,13,1492431.96125,70275347.51773049,141,0.043763912950767064,-0.8364814183201443
1149,1,1.0,"Flagged due to: high 24-hour transaction volume sum (497,050,000.00), and high 7-day transaction volume sum (1,411,290,000.00), and high historical average transaction size (70,275,347.52).","SUM_AMOUNT_24H (+3.0752), SUM_AMOUNT_7D (+1.9547), HIST_AVG_TRANS_AMOUNT (+0.5354)","SUM_AMOUNT_24H × SUM_AMOUNT_7D (-0.6242), TRANS_NO × SUM_AMOUNT_7D (-0.2974), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (-0.1904)",Transfer,Outside_bank,2019-11-04,Mon,18,3,25000000.0,M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,497050000.0,5,1411290000.0,14,1492431.96125,70275347.51773049,141,0.043763912950767064,-0.8364814183201443
1149,1,1.0,"Flagged due to: high 24-hour transaction volume sum (421,210,000.00), and high 7-day transaction volume sum (907,210,000.00), and high historical average transaction size (70,275,347.52).","SUM_AMOUNT_24H (+2.9714), SUM_AMOUNT_7D (+1.3051), HIST_AVG_TRANS_AMOUNT (+0.3378)","SUM_AMOUNT_24H × SUM_AMOUNT_7D (-0.3571), TRANS_NO × TRANS_AMOUNT_Z_SCORE (+0.2657), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (-0.2153)",Payment,Credit_card_repayment,2019-12-04,Wed,21,3,188210000.0,M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,421210000.0,3,907210000.0,11,1492431.96125,70275347.51773049,141,0.043763912950767064,-0.8364814183201443
1149,1,0.80926037,"Flagged due to: high 24-hour transaction volume sum (490,510,000.00), and high 7-day transaction volume sum (976,510,000.00), and high historical average transaction size (70,275,347.52).","SUM_AMOUNT_24H (+2.9599), SUM_AMOUNT_7D (+1.4232), HIST_AVG_TRANS_AMOUNT (+0.3561)","SUM_AMOUNT_24H × SUM_AMOUNT_7D (-0.3333), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (-0.2307), SUM_AMOUNT_24H × TRANS_LV2 (-0.2127)",Payment,Credit_card_repayment,2019-12-04,Wed,22,1,69300000.0,M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,490510000.0,4,976510000.0,12,1492431.96125,70275347.51773049,141,0.043763912950767064,-0.8364814183201443
1149,1,1.0,"Flagged due to: high 24-hour transaction volume sum (785,610,000.00), and high 7-day transaction volume sum (1,271,610,000.00), and transaction amount covers 197.7x their monthly average savings balance.","SUM_AMOUNT_24H (+2.5382), SUM_AMOUNT_7D (+1.4102), BALANCE_COVERAGE_RATIO (+1.0311)","SUM_AMOUNT_24H × BALANCE_COVERAGE_RATIO (-1.9484), TRANS_AMOUNT_Z_SCORE × TRANS_LV1 (+0.5484), HIST_AVG_TRANS_AMOUNT × TRANS_LV1 (-0.3239)",Payment,Credit_card_repayment,2019-12-05,Thu,10,2,295100000.0,M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,785610000.0,5,1271610000.0,13,1492431.96125,70275347.51773049,141,0.043763912950767064,-0.8364814183201443
1149,1,1.0,"Flagged due to: high 24-hour transaction volume sum (905,610,000.00), and high 7-day transaction volume sum (1,391,610,000.00), and high historical average transaction size (70,275,347.52).","SUM_AMOUNT_24H (+3.5235), SUM_AMOUNT_7D (+1.8185), HIST_AVG_TRANS_AMOUNT (+0.4571)","SUM_AMOUNT_24H × SUM_AMOUNT_7D (-0.5103), TRANS_NO × SUM_AMOUNT_7D (-0.2065), HIST_AVG_TRANS_AMOUNT × BALANCE_COVERAGE_RATIO (-0.1910)",Payment,Credit_card_repayment,2019-12-05,Thu,12,3,120000000.0,M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,905610000.0,6,1391610000.0,14,1492431.96125,70275347.51773049,141,0.043763912950767064,-0.8364814183201443
1149,1,1.0,"Flagged due to: high 24-hour transaction volume sum (767,510,000.00), and high 7-day transaction volume sum (1,436,510,000.00), and high historical average transaction size (70,275,347.52).","SUM_AMOUNT_24H (+3.5414), SUM_AMOUNT_7D (+2.0110), HIST_AVG_TRANS_AMOUNT (+0.4615)","SUM_AMOUNT_24H × SUM_AMOUNT_7D (-0.5099), TRANS_AMOUNT_Z_SCORE × TRANS_LV1 (-0.2616), SUM_AMOUNT_24H × TRANS_LV1 (-0.2067)",Payment,Credit_card_repayment,2019-12-05,Thu,14,1,44900000.0,M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,767510000.0,6,1436510000.0,15,1492431.96125,70275347.51773049,141,0.043763912950767064,-0.8364814183201443
1149,1,1.0,"Flagged due to: high 24-hour transaction volume sum (559,500,000.00), and high 7-day transaction volume sum (1,511,310,000.00), and high historical average transaction size (70,275,347.52).","SUM_AMOUNT_24H (+3.6640), SUM_AMOUNT_7D (+2.1587), HIST_AVG_TRANS_AMOUNT (+0.5610)","SUM_AMOUNT_24H × SUM_AMOUNT_7D (-0.5027), HIST_AVG_TRANS_AMOUNT × BALANCE_COVERAGE_RATIO (-0.2210), SUM_AMOUNT_7D × ACTIVITY_SEQ_RARITY (+0.1410)",Transfer,Outside_bank,2019-12-06,Fri,9,1,99500000.0,M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,559500000.0,4,1511310000.0,15,1492431.96125,70275347.51773049,141,0.043763912950767064,-0.8364814183201443
1193,1,1.0,"Flagged due to: high 24-hour transaction volume sum (420,000,000.00), and amount is 12.7x higher than customer's average transaction size, and transaction amount covers 51.3x their monthly average savings balance.","SUM_AMOUNT_24H (+2.9073), TRANS_AMOUNT_Z_SCORE (+2.0914), BALANCE_COVERAGE_RATIO (+0.3421)","SUM_AMOUNT_24H × TRANS_AMOUNT_Z_SCORE (-0.9412), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.1733), TRANS_AMOUNT_Z_SCORE × TRANS_LV1 (-0.1638)",Transfer,Outside_bank,2019-10-01,Tue,17,3,420000000.0,M,2019-08-06,1991-06-15,1,2019-08-06,BRANCH,1,SMART_OTP,420000000.0,1,432000000.0,4,8188872.114,33164307.317460317,63,0.11603138968675329,-1.1945145453080126
1193,1,0.6969604,"Flagged due to: high 24-hour transaction volume sum (304,100,000.00), and specific transaction type category (code: 12), and sudden transaction volume spike (24h sum is 93.6% of 7d sum).","SUM_AMOUNT_24H (+3.2375), TRANS_LV2 (+0.4105), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.2493)","SUM_AMOUNT_24H × BALANCE_COVERAGE_RATIO (+0.3747), TRANS_AMOUNT × SUM_AMOUNT_24H (+0.3047), HIST_AVG_TRANS_AMOUNT × SUM_AMOUNT_24H (+0.2331)",Transfer,Within_bank,2019-12-09,Mon,13,1,1300000.0,M,2019-08-06,1991-06-15,1,2019-08-06,BRANCH,1,SMART_OTP,304100000.0,3,324780000.0,6,8188872.114,33164307.317460317,63,0.11603138968675329,-1.1945145453080126
1546,1,0.9361387,"Flagged due to: highly improbable sequential activity pattern (log-probability score: -2.267), and unusual activity in feature 'SMS' (value: 0.0), and unusual activity in feature 'TRANS_LV1' (value: 0.0).","ACTIVITY_SEQ_RARITY (+2.7062), SMS (+0.8058), TRANS_LV1 (+0.5800)","SMS × ACTIVITY_SEQ_RARITY (+0.8490), SUM_AMOUNT_24H × ACTIVITY_SEQ_RARITY (+0.5850), HIST_TRANS_COUNT × SUM_AMOUNT_24H (+0.4518)",Payment,Credit_card_repayment,2019-06-22,Sat,8,1,254894.0,M,2019-02-27,1991-02-28,0,2019-03-11,BRANCH,0,SMART_OTP,254894.0,1,254894.0,1,93487.00181818182,768031.2857142857,7,0.5962833139603892,-2.2674929639803203
