TRANSACTION_ID,CUSTOMER_NUMBER,ANOMALY_PRED,ANOMALY_SCORE,EXPLANATION,TOP_SHAP_CONTRIBUTORS,TOP_INTERACTIONS,COUNTERFACTUAL,TRANS_LV1,TRANS_LV2,TRANS_DATE,DAY_OF_WEEK,TRANS_HOUR,TRANS_NO,TRANS_AMOUNT,Beneficiary_CUSTOMER_NUMBER,Device_ID_Hash,Device_OS,IP_Address_Proxy,CLIENT_SEX,CLIENT_CREATE_DATE,DATE_OF_BIRTH,STAFF,IB_REGISTER_DATE,EB_REGISTER_CHANNEL,SMS,VERIFY_METHOD,Occupation_Group,SUM_AMOUNT_1H,COUNT_1H,SUM_AMOUNT_3H,COUNT_3H,SUM_AMOUNT_24H,COUNT_24H,SUM_AMOUNT_48H,COUNT_48H,SUM_AMOUNT_7D,COUNT_7D,SUM_AMOUNT_30D,COUNT_30D,HIST_AVG_CA_BALANCE,HIST_AVG_TRANS_AMOUNT,HIST_TRANS_COUNT,DAYS_SINCE_LAST_TRANS,UNIQUE_BENEFICIARIES_24H,HOURS_SINCE_SEC_EVENT,LAST_LOGIN_METHOD,HIST_BIOMETRIC_RATIO,HIST_LOGIN_COUNT,BENFORD_DEV,ACTIVITY_SEQ_RARITY,NEW_DEVICE_FLAG,IP_HOPPING_VELOCITY,PAGERANK_SCORE,IN_DEGREE_CENTRALITY,BUST_OUT_UTILIZATION,STRUCTURING_OVERPAYMENT_FLAG,AUTH_DOWNGRADE_RISK
646975,482,1,0.7772775292396545,"Flagged due to: unusual behavior in feature 'TRANS_HOUR' (value: 2.00), and unusual behavior in feature 'HIST_BIOMETRIC_RATIO' (value: 0.14), and long inactivity period (5.3 days since last transaction).","TRANS_HOUR (+4.2103), HIST_BIOMETRIC_RATIO (+0.1896), DAYS_SINCE_LAST_TRANS (+0.0756)","TRANS_HOUR × TRANS_AMOUNT_Z_SCORE (+0.4295), TRANS_HOUR × HIST_BIOMETRIC_RATIO (+0.3265), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.2916)",,Transfer,Outside_bank,2019-09-11,Wed,2,1,1800000.0,883365,a6c14c0d86c6a1ed,Android,110.59.xx.xx (HN),M,2019-05-20,1997-10-06,0,2019-05-20,BRANCH,1,SMART_OTP,Working,3801000.0,2,3801000.0,2,3801000.0,2,3801000.0,2,8901000.0,4,25231000.0,24,2043493.01,1063369.5988023952,167,5.291666666666667,1,2074.0,LOGIN,0.14492751522789635,69.0,0.2149680305747076,-1.3216419008590108,0.0,1,0.7921388953490791,2.8624315401789974e-05,0.0,0,0.0
646976,482,1,0.6907753348350525,"Flagged due to: unusual behavior in feature 'TRANS_HOUR' (value: 2.00), and unusual behavior in feature 'HIST_BIOMETRIC_RATIO' (value: 0.14), and transaction amount is 1.9x higher than historical average.","TRANS_HOUR (+4.0582), HIST_BIOMETRIC_RATIO (+0.1896), TRANS_AMOUNT_Z_SCORE (+0.1810)","TRANS_HOUR × TRANS_AMOUNT_Z_SCORE (+0.5717), TRANS_HOUR × HIST_BIOMETRIC_RATIO (+0.3265), TRANS_HOUR × NEW_DEVICE_FLAG (+0.1710)","TRANS_AMOUNT: 2,001,000.00 -> 1,783,064.24 (-217,935.76)",Transfer,Within_bank,2019-09-11,Wed,2,1,2001000.0,692656,a6c14c0d86c6a1ed,Android,152.24.xx.xx (HN),M,2019-05-20,1997-10-06,0,2019-05-20,BRANCH,1,SMART_OTP,Working,3801000.0,2,3801000.0,2,3801000.0,2,3801000.0,2,8901000.0,4,25231000.0,24,2043493.01,1063369.5988023952,167,0.0,2,2074.0,LOGIN,0.14492751522789635,69.0,0.2149680305747076,-1.3216419008590108,0.0,2,0.7921388953490791,2.8624315401789974e-05,0.0,0,0.0
646997,482,1,0.5798065662384033,"Flagged due to: unusual behavior in feature 'TRANS_HOUR' (value: 1.00), and transaction amount is 2.3x higher than historical average, and transaction amount is 1.0x higher than 30-day average transaction size.","TRANS_HOUR (+3.9295), TRANS_AMOUNT_Z_SCORE (+0.1908), TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.0858)","TRANS_HOUR × TRANS_AMOUNT_Z_SCORE (+0.5823), TRANS_HOUR × NEW_DEVICE_FLAG (+0.1710), TRANS_HOUR × VELOCITY_RATIO_AMOUNT_24H_VS_7D (-0.1478)","TRANS_AMOUNT: 2,400,000.00 -> 2,396,022.03 (-3,977.97)",Transfer,Outside_bank,2019-10-07,Mon,1,1,2400000.0,895071,a6c14c0d86c6a1ed,Android,242.248.xx.xx (HN),M,2019-05-20,1997-10-06,0,2019-05-20,BRANCH,1,SMART_OTP,Working,2400000.0,1,2400000.0,1,8450000.0,2,22401000.0,5,23401000.0,6,43132000.0,18,2043493.01,1063369.5988023952,167,0.4166666666666667,2,2697.0,LOGIN,0.11111109876543347,90.0,0.2149680305747076,-1.3216419008590108,0.0,1,0.7921388953490791,2.8624315401789974e-05,0.0,0,0.0
646895,482,1,0.6308658123016357,"Flagged due to: unusual behavior in feature 'TRANS_HOUR' (value: 0.00), and sudden 24h spending volume spike relative to 7 days (ratio: 87.4%), and recent security credential modification (4400.0 hours ago).","TRANS_HOUR (+4.0529), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.5012), HOURS_SINCE_SEC_EVENT (+0.0973)","TRANS_HOUR × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.6163), TRANS_HOUR × BALANCE_COVERAGE_RATIO (+0.1609), TRANS_HOUR × NEW_DEVICE_FLAG (+0.1505)",,Topup,Mobile,2019-12-17,Tue,0,1,20000.0,NaN,a6c14c0d86c6a1ed,Android,254.180.xx.xx (HN),M,2019-05-20,1997-10-06,0,2019-05-20,BRANCH,1,SMART_OTP,Working,20000.0,1,2820000.0,2,6325000.0,4,6355000.0,5,7235000.0,11,34408741.0,47,2043493.01,1063369.5988023952,167,0.125,3,4400.0,LOGIN,0.09523809070294806,210.0,0.2149680305747076,-1.3216419008590108,0.0,2,0.7921388953490791,2.8624315401789974e-05,0.0,0,0.0
1072748,484,1,1.0,"Flagged due to: unusual behavior in feature 'TRANS_HOUR' (value: 0.00), and unusual behavior in feature 'HIST_BIOMETRIC_RATIO' (value: 0.50), and sudden 24h spending volume spike relative to 7 days (ratio: 100.0%).","TRANS_HOUR (+4.4903), HIST_BIOMETRIC_RATIO (+0.5810), VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.5394)","TRANS_HOUR × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.6249), TRANS_HOUR × HIST_BIOMETRIC_RATIO (+0.4857), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.2999)",,Transfer,Outside_bank,2019-08-29,Thu,0,1,2000000.0,191343,285693dc46ca88fa,Android,188.32.xx.xx (NA),M,2019-06-24,1993-10-11,0,2019-06-25,BRANCH,1,SMART_OTP,Working,2000000.0,1,2000000.0,1,2000000.0,1,2000000.0,1,2000000.0,1,4541000.0,4,8056499.062857143,4645096.153846154,104,7.208333333333333,1,999.0,LOGIN,0.49999989130437145,46.0,0.19655106327844615,-1.166028856773688,0.0,1,0.7112214308695028,0.0,0.0,0,0.0
1072749,484,1,0.6985455751419067,"Flagged due to: unusual behavior in feature 'TRANS_HOUR' (value: 0.00), and unusual behavior in feature 'HIST_BIOMETRIC_RATIO' (value: 0.50), and transaction amount is 1.8x higher than 30-day average transaction size.","TRANS_HOUR (+4.0451), HIST_BIOMETRIC_RATIO (+0.6019), TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.0766)","TRANS_HOUR × HIST_BIOMETRIC_RATIO (+0.5203), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.2959), TRANS_HOUR × NEW_DEVICE_FLAG (+0.1647)","TRANS_AMOUNT: 3,000,000.00 -> 68,561.55 (-2,931,438.45)",Transfer,Outside_bank,2019-09-18,Wed,0,1,3000000.0,757012,285693dc46ca88fa,Android,92.111.xx.xx (NA),M,2019-06-24,1993-10-11,0,2019-06-25,BRANCH,1,SMART_OTP,Working,3000000.0,1,3000000.0,1,3000000.0,1,3000000.0,1,4000000.0,2,10041000.0,6,8056499.062857143,4645096.153846154,104,3.3333333333333335,1,999.0,LOGIN,0.4999999375000078,80.0,0.19655106327844615,-1.166028856773688,0.0,1,0.7112214308695028,0.0,0.0,0,0.0
1349322,504,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 66.90), and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and long inactivity period (109.4 days since last transaction).","DAYS_AMOUNT_COMBINED (+2.6259), NEW_DEVICE_FLAG (+1.8540), DAYS_SINCE_LAST_TRANS (+1.4892)","NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (+0.4529), DAYS_SINCE_LAST_TRANS × NEW_DEVICE_FLAG (+0.3741), DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (+0.2815)","TRANS_AMOUNT: 1,500,000.00 -> 16,199.11 (-1,483,800.89)",Transfer,Outside_bank,2019-06-17,Mon,10,1,1500000.0,36573,095315acb903b9e3,iOS,78.114.xx.xx (DN),M,2019-01-30,1983-05-12,0,2019-02-28,BRANCH,0,SMS,Working,1500000.0,1,1500000.0,1,1500000.0,1,1500000.0,1,1500000.0,1,1500000.0,1,948027.7991666667,1500000.0,1,109.41666666666667,1,2610.0,LOGIN,0.0,4.0,0.0,-0.9526807352979791,1.0,1,0.7112214308695028,0.0,0.0,0,0.0
1304008,615,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 70.27), and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and long inactivity period (108.8 days since last transaction).","DAYS_AMOUNT_COMBINED (+2.6422), NEW_DEVICE_FLAG (+1.9220), DAYS_SINCE_LAST_TRANS (+1.3122)","NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (+0.4529), DAYS_SINCE_LAST_TRANS × NEW_DEVICE_FLAG (+0.2590), DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (+0.2234)","TRANS_AMOUNT: 3,125,000.00 -> 52,490.83 (-3,072,509.17)",Transfer,Outside_bank,2019-10-28,Mon,19,1,3125000.0,85968,1cc41faf4bc8811c,Android,135.165.xx.xx (HN),F,2019-07-12,1994-11-24,0,2019-07-12,BRANCH,1,SMART_OTP,Working,3125000.0,1,3125000.0,1,3125000.0,1,3125000.0,1,3125000.0,1,3125000.0,1,1738366.7566666666,1249021.2916666667,24,108.79166666666667,1,999.0,LOGIN,0.0,16.0,0.0,-1.215422611949282,1.0,1,0.7112214308695028,0.0,0.0,0,0.0
1417826,626,1,0.654617428779602,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 58.86), and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","DAYS_AMOUNT_COMBINED (+1.9922), NEW_DEVICE_FLAG (+1.6338), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.3713)","NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (+0.6589), TRANS_HOUR × NEW_DEVICE_FLAG (+0.1665), DAYS_SINCE_LAST_TRANS × NEW_DEVICE_FLAG (-0.1583)","TRANS_AMOUNT: 2,500,000.00 -> 1,790,955.07 (-709,044.93)",Transfer,Outside_bank,2019-12-18,Wed,8,1,2500000.0,315965,e8526bb294cae2f3,iOS,157.130.xx.xx (HN),M,2019-10-26,1985-02-27,0,2019-10-26,BRANCH,0,SMART_OTP,Commercial associate,2500000.0,1,2500000.0,1,2500000.0,1,2500000.0,1,2500000.0,1,2500000.0,1,4568844.873333333,2500000.0,1,53.333333333333336,1,1269.0,LOGIN,0.0,14.0,0.0,-1.0792448680729019,1.0,1,0.7112214308695028,0.0,0.0,0,0.0
1086929,635,1,0.6231123208999634,"Flagged due to: transaction amount is 11.5x higher than historical average, and transaction amount is 8.7x higher than 30-day average transaction size, and unusual behavior in feature 'HIST_BIOMETRIC_RATIO' (value: 0.49).","TRANS_AMOUNT_Z_SCORE (+2.6681), TRANS_AMOUNT_VS_30D_AVG_RATIO (+1.0245), HIST_BIOMETRIC_RATIO (+0.4625)","TRANS_HOUR × TRANS_AMOUNT_Z_SCORE (+0.2459), TRANS_HOUR × TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.1744), VELOCITY_RATIO_AMOUNT_7D_VS_30D × TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.1597)","TRANS_AMOUNT: 4,140,000.00 -> 3,556,509.59 (-583,490.41)",Transfer,Outside_bank,2019-12-07,Sat,16,2,4140000.0,937837,f438f9592a249332,Android,72.5.xx.xx (DN),M,2019-09-25,2000-08-25,0,2019-10-08,BRANCH,1,SMART_OTP,Commercial associate,4140000.0,1,4140000.0,1,4140000.0,1,4880000.0,6,4880000.0,6,7576000.0,16,708308.2566666667,360930.23255813954,43,1.0833333333333333,1,1433.0,LOGIN,0.48557689973187984,208.0,0.0,-1.0823620743416151,0.0,1,0.7112214308695028,0.0,0.0,0,0.0
1034951,640,1,1.0,"Flagged due to: unusual behavior in feature 'TRANS_HOUR' (value: 5.00), and transaction amount leading digits deviation from Benford's Law (score: 0.3676), and unusual behavior in feature 'HIST_BIOMETRIC_RATIO' (value: 0.39).","TRANS_HOUR (+3.9204), BENFORD_DEV (+0.6230), HIST_BIOMETRIC_RATIO (+0.5417)","TRANS_HOUR × VELOCITY_RATIO_AMOUNT_24H_VS_7D (+0.5902), TRANS_HOUR × HIST_BIOMETRIC_RATIO (+0.4476), TRANS_HOUR × DAYS_AMOUNT_COMBINED (+0.2444)",,Transfer,Within_bank,2019-08-22,Thu,5,1,1740000.0,513695,17317a94e3fda315,iOS,209.134.xx.xx (HCM),M,2019-04-26,1990-07-09,0,2019-06-03,BRANCH,1,SMS,Working,1740000.0,1,1740000.0,1,1740000.0,1,1740000.0,1,1740000.0,1,4770000.0,8,1329118.49875,1356661.0169491526,59,8.625,1,1915.0,LOGIN_FINGER,0.3913042911153201,69.0,0.36760838353631675,-1.1317807288531814,0.0,1,0.7112214308695028,0.0,0.0,0,0.0
1034973,640,1,1.0,"Flagged due to: transaction amount is 14.9x higher than historical average, and transaction amount is 8.1x higher than 30-day average transaction size, and transaction amount leading digits deviation from Benford's Law (score: 0.3676).","TRANS_AMOUNT_Z_SCORE (+2.7105), TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.8897), BENFORD_DEV (+0.6144)","TRANS_HOUR × TRANS_AMOUNT_Z_SCORE (+0.2611), VELOCITY_RATIO_AMOUNT_7D_VS_30D × TRANS_AMOUNT_VS_30D_AVG_RATIO (-0.2266), HIST_BIOMETRIC_RATIO × BALANCE_COVERAGE_RATIO (+0.1533)","TRANS_AMOUNT: 20,150,000.00 -> 9,701,757.19 (-10,448,242.81)",Transfer,Outside_bank,2019-11-12,Tue,10,1,20150000.0,687495,17317a94e3fda315,iOS,226.6.xx.xx (HCM),M,2019-04-26,1990-07-09,0,2019-06-03,BRANCH,1,SMS,Working,20150000.0,1,20150000.0,1,20150000.0,1,20150000.0,1,24205000.0,7,24725000.0,10,1329118.49875,1356661.0169491526,59,2.9583333333333335,1,3888.0,LOGIN_FINGER,0.4425287101994994,174.0,0.36760838353631675,-1.1317807288531814,0.0,1,0.7112214308695028,0.0,0.0,0,0.0
1034957,640,1,0.8655432462692261,"Flagged due to: transaction amount is 7.6x higher than historical average, and transaction amount is 5.7x higher than 30-day average transaction size, and transaction amount leading digits deviation from Benford's Law (score: 0.3676).","TRANS_AMOUNT_Z_SCORE (+2.2540), TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.9236), BENFORD_DEV (+0.5939)","HIST_BIOMETRIC_RATIO × BALANCE_COVERAGE_RATIO (+0.1622), TRANS_HOUR × TRANS_AMOUNT_VS_30D_AVG_RATIO (+0.1460), TRANS_HOUR × TRANS_AMOUNT_Z_SCORE (+0.1412)","TRANS_AMOUNT: 10,270,000.00 -> 9,701,767.85 (-568,232.15)",Transfer,Outside_bank,2019-12-21,Sat,8,1,10270000.0,824084,17317a94e3fda315,iOS,122.245.xx.xx (HCM),M,2019-04-26,1990-07-09,0,2019-06-03,BRANCH,1,SMS,Working,10270000.0,1,10270000.0,1,10270000.0,1,10270000.0,1,18078000.0,5,21748000.0,12,1329118.49875,1356661.0169491526,59,2.875,1,4822.0,LOGIN,0.4553191295608881,235.0,0.36760838353631675,-1.1317807288531814,0.0,1,0.7112214308695028,0.0,0.0,0,0.0
1414899,693,1,0.7712538838386536,"Flagged due to: transaction amount covers 43.3x monthly average balance, and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","BALANCE_COVERAGE_RATIO (+1.7427), NEW_DEVICE_FLAG (+1.6520), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.4202)","NEW_DEVICE_FLAG × BALANCE_COVERAGE_RATIO (+0.3745), BALANCE_COVERAGE_RATIO × VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.2073), TRANS_HOUR × NEW_DEVICE_FLAG (+0.1906)","TRANS_AMOUNT: 5,000,000.00 -> 4,125,957.49 (-874,042.51)",Transfer,Within_bank,2019-12-04,Wed,19,1,5000000.0,833360,18f6d8fc7d5a0078,iOS,244.189.xx.xx (HCM),M,2019-10-08,1991-04-21,0,2019-11-21,BRANCH,1,SMART_OTP,State servant,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,115526.92499999999,5000000.0,1,13.791666666666666,1,319.0,LOGIN,0.0,2.0,0.0,-1.6728510268086167,1.0,1,0.7112214308695028,0.0,0.0,0,0.0
610434,749,1,0.6771894097328186,"Flagged due to: transaction amount covers 113.1x monthly average balance, and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","BALANCE_COVERAGE_RATIO (+2.2276), NEW_DEVICE_FLAG (+1.6117), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.4096)","NEW_DEVICE_FLAG × BALANCE_COVERAGE_RATIO (+0.4004), TRANS_HOUR × BALANCE_COVERAGE_RATIO (+0.2063), BALANCE_COVERAGE_RATIO × VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.2034)","TRANS_AMOUNT: 50,000,000.00 -> 40,427,923.20 (-9,572,076.80)",Transfer,Outside_bank,2019-06-29,Sat,12,2,50000000.0,480334,b2a7af4802152b97,iOS,59.232.xx.xx (HN),M,2019-06-26,1990-12-27,0,2019-06-29,BRANCH,0,SMART_OTP,Businessman,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,441988.5142857143,25475000.0,2,0.5,1,999.0,UNKNOWN,0.0,0.0,0.0,-0.9630653844049181,1.0,1,0.7112214308695028,0.0,0.5761507246376811,0,0.0
1415879,755,1,0.714349627494812,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 66.56), and long inactivity period (91.8 days since last transaction), and improbable sequential activity transition pattern (score: -2.172).","DAYS_AMOUNT_COMBINED (+2.3348), DAYS_SINCE_LAST_TRANS (+0.7727), ACTIVITY_SEQ_RARITY (+0.7489)","DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.5673), NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (-0.5226), HOURS_SINCE_SEC_EVENT × DAYS_AMOUNT_COMBINED (+0.2744)","TRANS_AMOUNT: 2,400,000.00 -> 750,741.58 (-1,649,258.42)",Transfer,Outside_bank,2019-11-15,Fri,10,1,2400000.0,299894,9b0827f61aedd66a,iOS,51.234.xx.xx (DN),M,2019-01-29,1964-04-13,0,2019-08-15,BRANCH,0,SMART_OTP,Pensioner,2400000.0,1,2400000.0,1,2400000.0,1,2400000.0,1,2400000.0,1,2400000.0,1,228209.50416666665,2450000.0,2,91.79166666666667,1,0.0,LOGIN,0.0,1.0,0.0,-2.172453964726062,0.0,1,0.7112214308695028,0.0,0.0,0,0.0
1365085,777,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 65.01), and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and transaction amount covers 46.6x monthly average balance.","DAYS_AMOUNT_COMBINED (+2.5086), NEW_DEVICE_FLAG (+1.7411), BALANCE_COVERAGE_RATIO (+1.3558)","DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.4470), NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (+0.3240), BALANCE_COVERAGE_RATIO × VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.1965)","TRANS_AMOUNT: 5,000,000.00 -> 846,219.06 (-4,153,780.94)",Transfer,Outside_bank,2019-08-10,Sat,16,1,5000000.0,532427,a3d35b2fc45d9161,iOS,236.195.xx.xx (CT),F,2019-06-05,1984-05-16,0,2019-06-05,BRANCH,0,SMART_OTP,Working,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,5000000.0,1,107206.71666666667,8500000.0,2,66.66666666666667,1,1578.0,LOGIN,0.0,3.0,0.0,-0.9581408352170221,1.0,1,0.7112214308695028,0.0,0.0,0,0.0
1365084,777,1,0.9000958800315857,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 70.09), and transaction amount covers 111.9x monthly average balance, and long inactivity period (72.7 days since last transaction).","DAYS_AMOUNT_COMBINED (+2.2736), BALANCE_COVERAGE_RATIO (+1.5390), DAYS_SINCE_LAST_TRANS (+0.5981)","DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.7954), NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (-0.4224), DAYS_AMOUNT_COMBINED × SEC_AMOUNT_COMBINED (+0.1936)","TRANS_AMOUNT: 12,000,000.00 -> 3,828,804.02 (-8,171,195.98)",Transfer,Outside_bank,2019-10-22,Tue,9,1,12000000.0,452974,a3d35b2fc45d9161,iOS,219.200.xx.xx (BD),F,2019-06-05,1984-05-16,0,2019-06-05,BRANCH,0,SMART_OTP,Working,12000000.0,1,12000000.0,1,12000000.0,1,12000000.0,1,12000000.0,1,12000000.0,1,107206.71666666667,8500000.0,2,72.70833333333333,1,3323.0,LOGIN,0.0,13.0,0.0,-0.9581408352170221,0.0,1,0.7112214308695028,0.0,0.0,0,0.0
387483,783,1,0.9993458390235901,"Flagged due to: unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and transaction amount is 9.7x higher than historical average, and unusual combination of high transaction amount and long inactivity period (combined score: 59.45).","NEW_DEVICE_FLAG (+1.6741), TRANS_AMOUNT_Z_SCORE (+1.6294), DAYS_AMOUNT_COMBINED (+1.3157)","TRANS_AMOUNT_Z_SCORE × DAYS_AMOUNT_COMBINED (-1.2633), NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (+0.6589), NEW_DEVICE_FLAG × BALANCE_COVERAGE_RATIO (-0.1466)","TRANS_AMOUNT: 20,000,000.00 -> 11,608,982.09 (-8,391,017.91)",Transfer,Outside_bank,2019-05-23,Thu,8,1,20000000.0,794790,fa78dad929392856,iOS,210.205.xx.xx (BD),M,2019-04-20,1989-10-10,0,2019-04-20,BRANCH,0,SMART_OTP,Working,20000000.0,1,20000000.0,1,20000000.0,1,20000000.0,1,20000000.0,1,20000000.0,1,15836873.884444445,2068666.6666666667,30,33.333333333333336,1,788.0,LOGIN,0.0,23.0,0.0,-0.9288869291626345,1.0,1,0.7338612006058197,2.8624315401789974e-05,0.0,0,0.0
1376319,806,1,0.9627900719642639,"Flagged due to: transaction amount covers 49.1x monthly average balance, and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and unusual combination of high transaction amount and long inactivity period (combined score: 53.05).","BALANCE_COVERAGE_RATIO (+2.0448), NEW_DEVICE_FLAG (+1.5565), DAYS_AMOUNT_COMBINED (+0.9604)","NEW_DEVICE_FLAG × BALANCE_COVERAGE_RATIO (+0.3068), BALANCE_COVERAGE_RATIO × DAYS_AMOUNT_COMBINED (+0.2093), TRANS_HOUR × NEW_DEVICE_FLAG (+0.2020)","TRANS_AMOUNT: 6,143,000.00 -> 4,261,327.80 (-1,881,672.20)",Payment,Credit_card_repayment,2019-12-25,Wed,11,1,6143000.0,NaN,ac871e9d9a3af0f5,iOS,108.156.xx.xx (TH),M,2019-01-10,1993-01-15,0,2019-09-26,AUTO-JOB,0,SMART_OTP,Businessman,6143000.0,1,6143000.0,1,6143000.0,1,6143000.0,1,6143000.0,1,8522665.0,2,125165.795,4261332.5,2,28.791666666666668,0,691.0,LOGIN,0.4399998240000704,25.0,0.0,-1.303704609216112,1.0,1,0.7112214308695028,0.0,0.41996,0,1.0
1400856,850,1,1.0,"Flagged due to: unusual combination of high transaction amount and long inactivity period (combined score: 74.48), and transaction amount covers 690.6x monthly average balance, and unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00).","DAYS_AMOUNT_COMBINED (+2.7220), BALANCE_COVERAGE_RATIO (+2.2646), NEW_DEVICE_FLAG (+1.9886)","DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.8922), ACTIVITY_SEQ_RARITY × BALANCE_COVERAGE_RATIO (-0.3745), NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (+0.3240)","TRANS_AMOUNT: 30,000,000.00 -> 200.27 (-29,999,799.73)",Transfer,Outside_bank,2019-12-13,Fri,15,1,30000000.0,893473,26b97318ac3bcc4f,Android,240.65.xx.xx (HCM),F,2019-09-30,1991-10-20,0,2019-09-30,BRANCH,1,SMART_OTP,State servant,30000000.0,1,30000000.0,1,30000000.0,1,30000000.0,1,30000000.0,1,30000000.0,1,43437.9875,30000000.0,1,74.625,1,0.0,LOGIN,0.0,0.0,0.0,-2.054342783442995,1.0,1,0.7112214308695028,0.0,0.0,0,0.0
1334299,862,1,0.5886122584342957,"Flagged due to: unusual behavior in feature 'NEW_DEVICE_FLAG' (value: 1.00), and unusual combination of high transaction amount and long inactivity period (combined score: 57.08), and sudden 7d spending volume spike relative to 30 days (ratio: 100.0%).","NEW_DEVICE_FLAG (+1.7325), DAYS_AMOUNT_COMBINED (+1.1908), VELOCITY_RATIO_AMOUNT_7D_VS_30D (+0.3341)","DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (-0.4687), NEW_DEVICE_FLAG × BALANCE_COVERAGE_RATIO (+0.3432), NEW_DEVICE_FLAG × DAYS_AMOUNT_COMBINED (+0.2096)","TRANS_AMOUNT: 1,500,000.00 -> 855,766.30 (-644,233.70)",Transfer,Outside_bank,2019-12-25,Wed,9,1,1500000.0,23318,9c83c50e3b49f3c3,iOS,32.159.xx.xx (DN),F,2019-10-23,1985-02-08,0,2019-11-01,BRANCH,1,SMART_OTP,State servant,1500000.0,1,1500000.0,1,1500000.0,1,1500000.0,1,1500000.0,1,1500000.0,1,144741.45,1500000.0,1,54.375,1,137.0,LOGIN,0.0,2.0,0.0,-1.5341054949347486,1.0,1,0.7112214308695028,0.0,0.0,0,0.0
